NumComplaints,Address
1,691 EAST  183 STREET
1,3700 INDEPENDENCE AVENUE
1,200 FORDHAM STREET
1,926 EAST  225 STREET
1,720 EAST  214 STREET
1,2108 HOMER AVENUE
1,1210 TINTON AVENUE
1,521 EAST FORDHAM ROAD
1,3671 HUDSON MANOR TERRACE
1,611 EAST 139 STREET
1,1026 PROSPECT AVENUE
1,1045 LONGFELLOW AVENUE
1,146 EAST 150 STREET
1,1906 ARNOW AVENUE
1,253 LELAND AVENUE
1,1067 OLMSTEAD AVENUE
1,314 EAST 206 STREET
1,1871 LAFAYETTE AVENUE
1,6687A BROADWAY
1,480 EAST 139 STREET
1,551 FOX STREET
1,2408 PROSPECT AVENUE
1,812 EAST 165 STREET
1,4429 DE REIMER AVENUE
1,1420 FRANKLIN AVENUE
1,406 HARDING PARK
1,1714 HONE AVENUE
1,387 EAST 152 STREET
1,1015 ELDER AVENUE
1,2426 LACONIA AVENUE
1,4651 CARPENTER AVENUE
1,2037 CONTINENTAL AVENUE
1,657 EAST  187 STREET
1,28 WEST 182 STREET
1,453 WALES AVENUE
1,2985 PERRY AVENUE
1,2064 POWELL AVENUE
1,1813 EDENWALD AVENUE
1,1051 EAST  221 STREET
1,1981 SOUTHERN BOULEVARD
1,229 EAST KINGSBRIDGE ROAD
1,4045 BAYCHESTER AVENUE
1,847 EAST  230 STREET
1,750 RIVER AVENUE
1,1062 EAST  211 STREET
1,165 WEST 161 STREET
1,1518 MACOMBS ROAD
1,2990 LAWTON AVENUE
1,2670 UNIVERSITY AVENUE
1,3158 VILLA AVENUE
1,3959 HILL AVENUE
1,1735 WALTON AVENUE
1,800 SOUTH OAK DRIVE
1,1057 ALLERTON AVENUE
1,939 EAST  211 STREET
1,2327 BASSFORD AVENUE
1,1350 ODELL STREET
1,619 EAST  140 STREET
1,815 WESTCHESTER AVENUE
1,1255 CHISHOLM STREET
1,329 EAST 197 STREET
1,128 MOUNT HOPE PLACE
1,824 EAST  220 STREET
1,3811 REVIEW PLACE
1,2441 MATTHEWS AVENUE
1,1533 BRYANT AVENUE
1,634 EAST  183 STREET
1,611 WEST 239 STREET
1,855 EAST 215 STREET
1,1242 EAST  223 STREET
1,235 QUINCY AVENUE
1,881 EAST  242 STREET
1,554 MORRIS AVENUE
1,1875 ARCHER STREET
1,1844 TOMLINSON AVENUE
1,441 EAST  144 STREET
1,234 MEAGHER AVENUE
1,226C REYNOLDS AVENUE
1,760 BROOK AVENUE
1,1373 WHITE PLAINS ROAD
1,2442 BOUCK AVENUE
1,348 WILLIS AVENUE
1,1823 TOMLINSON AVENUE
1,959 EAST 218 STREET
1,1164 EAST  221 STREET
1,2903 SCHURZ AVENUE
1,822 FAILE STREET
1,845 EAST  224 STREET
1,1631 MULFORD AVENUE
1,1651 HAIGHT AVENUE
1,1002 LONGFELLOW AVENUE
1,2017 VYSE AVENUE
1,2499 CRUGER AVENUE
1,825 TRINITY AVENUE
1,2129 WHITE PLAINS ROAD
1,164 WEST  174 STREET
1,3399 JEROME AVENUE
1,1645 HAIGHT AVENUE
1,602 EAST  170 STREET
1,1089 KELLY STREET
1,371 EAST  153 STREET
1,1394 BOSTON ROAD
1,3541 BARNES AVENUE
1,209 EAST  163 STREET
1,666 EAST 223 STREET
1,483 WILLIS AVENUE
1,165 BROWN PLACE
1,1731 ST PETERS AVENUE
1,1860 CROSS BRONX EXPRESSWAY
1,1450 METROPOLITAN AVENUE
1,3280 SPENCER DRIVE
1,525 GERARD AVENUE
1,344 EAST 144 STREET
1,1857 WALLACE AVENUE
1,1942 ELLIS AVENUE
1,936 EAST  224 STREET
1,125 EAST 233 STREET
1,153 SUMMIT PLACE
1,2440 DORSEY STREET
1,764 EAST  168 STREET
1,1411 HOBART AVENUE
1,3202 CRUGER AVENUE
1,1292 EAST  224 STREET
1,406 EAST TREMONT AVENUE
1,412 EAST  187 STREET
1,1717 BARNES AVENUE
1,2132 ELLIS AVENUE
1,2337 WATERBURY AVENUE
1,1249 COMMONWEALTH AVENUE
1,1037 EAST 216 STREET
1,3210 CAMBRIDGE AVENUE
1,3019 ELY AVENUE
1,1626 ARNOW AVENUE
1,2811 CROSS BX SERVICE ROAD NORTH
1,318 EAST  151 STREET
1,12 EAST 167 STREET
1,3901 ROMBOUTS AVENUE
1,944 ROGERS PLACE
1,175 WEST  161 STREET
1,473 EAST  137 STREET
1,4553 WHITE PLAINS ROAD
1,4459 MONTICELLO AVENUE
1,1983 CORNELL AVENUE
1,256 EAST  169 STREET
1,88 WEST 197 STREET
1,213 BETTS AVENUE
1,1433 ZEREGA AVENUE
1,4460 PARK AVENUE
1,2727 WALLACE AVENUE
1,1210 BURKE AVENUE
1,2095 DAVIDSON AVENUE
1,1427 WHITE PLAINS ROAD
1,560 EAST  179 STREET
1,1021 SUMMIT AVENUE
1,437 CASTLE HILL AVENUE
1,4011 BRONXWOOD AVENUE
1,1928 BELMONT AVENUE
1,864 EAST  217 STREET
1,728 GARDEN STREET
1,1655 TOPPING AVENUE
1,125 EAST  169 STREET
1,1036 PIERCE AVENUE
1,4340 BARNES AVENUE
1,1724 FOWLER AVENUE
1,3141 SEDGWICK AVENUE
1,2829 KINGSLAND AVENUE
1,12 WEST  184 STREET
1,1551 COLDEN AVENUE
1,883 ELSMERE PLACE
1,3574 BRONX BOULEVARD
1,1014 HOE AVENUE
1,2047 UNIVERSITY AVENUE
1,1557 GLOVER STREET
1,1472 ROSEDALE AVENUE
1,941 BRADY AVENUE
1,410 EAST  178 STREET
1,1040 ROSEDALE AVENUE
1,736 EAST  133 STREET
1,1967 DR M L KING JR BOULEVARD
1,917 EAST  221 STREET
1,715 EAST  133 STREET
1,712 EAST  213 STREET
1,2769 WHITEPLAINS ROAD
1,321 EAST  169 STREET
1,4340 DE REIMER AVENUE
1,731 EAST  219 STREET
1,4413 MUNDY LANE
1,853 EAST  223 STREET
1,1267 TELLER AVENUE
1,670 EAST 225 STREET
1,1419 ROWLAND STREET
1,595 BEACH AVENUE
1,3150 ROBERTS AVENUE
1,1526 HONE AVENUE
1,1683 UNIONPORT ROAD
1,3315 WICKHAM AVENUE
1,1930 HOLLAND AVENUE
1,525 EAST 137 STREET
1,1137 ALLERTON AVENUE
1,1716 ADAMS STREET
1,4637 FURMAN AVENUE
1,2561 FRISBY AVENUE
1,1873 PATTERSON AVENUE
1,979 ALDUS STREET
1,269 HOSMER AVENUE
1,1678 TOPPING AVENUE
1,1998 BRUCKNER BOULEVARD
1,1226 SHAKESPEARE AVENUE
1,1858 HARRISON AVENUE
1,3180 RAWLINS AVENUE
1,2002 HUGHES AVENUE
1,2773 3 AVENUE
1,1743 GARFIELD STREET
1,2050 EAST TREMONT AVENUE
1,4268 BARNES AVENUE
1,1536 LELAND AVENUE
1,946 CLARENCE AVENUE
1,934 EAST  165 STREET
1,2810 BUHRE AVENUE
1,1465 NELSON AVENUE
1,2226 GLEASON AVENUE
1,1336 ROSEDALE AVENUE
1,1431 GLOVER STREET
1,3886 SETON AVENUE
1,2016 GLEASON AVENUE
1,2118 GRAND AVENUE
1,232 EAST  176 STREET
1,695 PROSPECT AVENUE
1,701 BRYANT AVENUE
1,2930 MICKLE AVENUE
1,914 EAST  230 STREET
1,1468 LELAND AVENUE
1,301 EAST  237 STREET
1,2502 LORILLARD PLACE
1,389 WILLIS AVENUE
1,3048 EASTCHESTER ROAD
1,3405 RIVERDALE AVENUE
1,1421 WHITE PLAINS ROAD
1,1105 SIMPSON STREET
1,1738 POPHAM AVENUE
1,260 EAST 194 STREET
1,913 EAST 227 STREET
1,611 EAST 179 STREET
1,616 EAST 187 STREET
1,758 EAST  221 STREET
1,4322 MATILDA AVENUE
1,1609 CROSBY AVENUE
1,1510 LIBRARY AVENUE
1,960 EAST 173 STREET
1,1065 OLMSTEAD AVENUE
1,1006 EAST  172 STREET
1,1324 WHEELER AVENUE
1,577 JACKSON AVENUE
1,683 EAST  220 STREET
1,2093 DAVIDSON AVENUE
1,2515 GLEBE AVENUE
1,371 EAST 165 STREET
1,2817 WEBB AVENUE
1,1030 PROSPECT AVENUE
1,319 EAST  150 STREET
1,758 WHITE PLAINS ROAD
1,445 TORRY AVENUE
1,751 EAST  223 STREET
1,2053 UNIVERSITY AVENUE
1,857 EAST  230 STREET
1,1175 FULTON AVENUE
1,591 EAST 141 STREET
1,667 MORRIS PARK AVENUE
1,1028 ELDER AVENUE
1,664 JEFFERSON PLACE
1,782 HEWITT PLACE
1,364 EAST  151 STREET
1,56 PATRICIA LANE
1,731 QUINCY AVENUE
1,1560 PARKER STREET
1,281 EAST KINGSBRIDGE ROAD
1,622 EAST 229 STREET
1,1515 BRYANT AVENUE
1,1431 VYSE AVENUE
1,420 EAST 153 STREET
1,3991 SAXON AVENUE
1,2559 CRUGER AVENUE
1,1499 ZEREGA AVENUE
1,3651 HOLLAND AVENUE
1,1715 ZEREGA AVENUE
1,383 EAST  138 STREET
1,342 EAST 139 STREET
1,1224 PROSPECT AVENUE
1,566 PUGSLEY AVENUE
1,2414 WESTCHESTER AVENUE
1,1322 CROES AVENUE
1,2414 WILSON AVENUE
1,442 EAST 186 STREET
1,1512 LIBRARY AVENUE
1,522 EAST 142 STREET
1,1169 EAST 178 STREET
1,906 COURTLANDT AVENUE
1,1081 MACE AVENUE
1,2628 DECATUR AVENUE
1,652 FAILE STREET
1,970 FOX STREET
1,2030 MORRIS AVENUE
1,4526 BRONX BOULEVARD
1,3144 DECATUR AVENUE
1,2137 MAPES AVENUE
1,1121 EAST  224 STREET
1,4711 BRONX BOULEVARD
1,717 REVERE AVENUE
1,644 LELAND AVENUE
1,2743 PAULDING AVENUE
1,1015 RIVER AVENUE
1,2729 CRUGER AVENUE
1,2733 HONE AVENUE
1,4223 HILL AVENUE
1,1961 YATES AVENUE
1,3612 IRWIN AVENUE
1,320 THIERIOT AVENUE
1,2560 SEYMOUR AVENUE
1,1995 JEROME AVENUE
1,1525 PURDY STREET
1,1338 BLONDELL AVENUE
1,964 WOODYCREST AVENUE
1,716 FAIRMOUNT PLACE
1,1046 CLAY AVENUE
1,901 WARING AVENUE
1,1258 BOYNTON AVENUE
1,505 TAYLOR AVENUE
1,461 EAST  143 STREET
1,2697 HEATH AVENUE
1,964 EAST  229 STREET
1,333 EAST 138 STREET
1,2236 LORING PLACE
1,1460 BOONE AVENUE
1,75 JESUP PLACE
1,1217 CASTLE HILL AVENUE
1,2570 POPLAR STREET
1,1018 DR M L KING JR BOULEVARD
1,1070 WARING AVENUE
1,2551 BRONXWOOD AVENUE
1,1510 EAST  172 STREET
1,510 GRAND CONCOURSE
1,550 ST ANNS AVENUE
1,307 EAST 170 STREET
1,2752 BOUCK AVENUE
1,924 EAST  230 STREET
1,1857 GLEASON AVENUE
1,1305 STEBBINS AVENUE
1,2002 HOBART AVENUE
1,4020 LACONIA AVENUE
1,4439 FURMAN AVENUE
1,3033 FISH AVENUE
1,1018 EAST 233 STREET
1,2317 LYON AVENUE
1,3121 KINGSBRIDGE AVENUE
1,1116 WESTCHESTER AVENUE
1,1219 WOODYCREST AVENUE
1,341 NEWMAN AVENUE
1,1213 ELDER AVENUE
1,932 HUNTINGTON AVENUE
1,1253 BRONX RIVER AVENUE
1,2310 MORRIS AVENUE
1,1020 KELLY STREET
1,3005 HEATH AVENUE
1,1169 EDISON AVENUE
1,175 WEST  165 STREET
1,643 EAST 182 STREET
1,3060 WHITE PLAINS ROAD
1,1183 EAST 213 STREET
1,2753 WALLACE AVENUE
1,3224 KINGSLAND AVENUE
1,3221 HOLLAND AVENUE
1,942 GERARD AVENUE
1,843 EAST  218 STREET
1,588 MORRIS AVENUE
1,4031 ELY AVENUE
1,2909 ELY AVENUE
1,928 EAST 228 STREET
1,1925 HERING AVENUE
1,3855 BAILEY AVENUE
1,3473 BRUNER AVENUE
1,4557 BRONX BOULEVARD
1,1113 VINCENT AVENUE
1,3846B BAILEY AVENUE
1,720 EAST  231 STREET
1,762 EAST 226 STREET
1,738 EAST 219 STREET
1,1489 HOE AVENUE
1,901 EAST 180 STREET
1,1820 LURTING AVENUE
1,2118 WALTON AVENUE
1,663 EAST 223 STREET
1,1021 FAILE STREET
1,2228 GRAND AVENUE
1,1386 CASTLE HILL AVENUE
1,1655 GRAND CONCOURSE
1,1034 EAST  231 STREET
1,881 FAILE STREET
1,2306 BEAUMONT AVENUE
1,502 CONCORD AVENUE
1,912 BRYANT AVENUE
1,2243 STORY AVENUE
1,2892 ROEBLING AVENUE
1,4575 FURMAN AVENUE
1,2042 HOBART AVENUE
1,401 EAST  182 STREET
1,1308 EAST 224 STREET
1,1159 COLGATE AVENUE
1,814 EAST 181 STREET
1,480 CLAREMONT PARKWAY
1,1969 HUGHES AVENUE
1,254 HUNTINGTON AVENUE
1,204 KEARNEY AVENUE
1,2580 BRIGGS AVENUE
1,448 EAST 186 STREET
1,1460 WASHINGTON AVENUE
1,1822 MC GRAW AVENUE
1,5154 POST ROAD
1,1049 EAST  217 STREET
1,3320 BAINBRIDGE AVENUE
1,2482 3 AVENUE
1,1055 GRANT AVENUE
1,1240 EVERGREEN AVENUE
1,245 E MOSHOLU PARKWAY N
1,903 EAST  214 STREET
1,207 MEAGHER AVENUE
1,1431 BEACH AVENUE
1,2801 BARKLEY AVENUE
1,621 EAST 189 STREET
1,3305 FISH AVENUE
1,680 EAST  183 STREET
1,938 DUNCAN STREET
1,412 TORRY AVENUE
1,190 WILLOW AVENUE
1,756 EAST 234 STREET
1,661 EAST 222 STREET
1,907 PROSPECT AVENUE
1,822 EAST  223 STREET
1,1041 EAST  225 STREET
1,3408 WRIGHT AVENUE
1,705 EAST 175 STREET
1,3521 BAINBRIDGE AVENUE
1,2856 WEBSTER AVENUE
1,726 EAST  152 STREET
1,939 EAST  179 STREET
1,59 BRUCKNER BOULEVARD
1,4414 BAYCHESTER AVENUE
1,717 CRANFORD AVENUE
1,4270 VIREO AVENUE
1,3482 CORSA AVENUE
1,3669 BOLLER AVENUE
1,598 OAK TERRACE
1,3220 LURTING AVENUE
1,3510 GRACE AVENUE
1,1938 BRONXDALE AVENUE
1,2236 SEWARD AVENUE
1,769 EAST  234 STREET
1,687 EAST  230 STREET
1,185 EAST MOSHOLU PARKWAY NORTH
1,3976 PARK AVENUE
1,427 ST LAWRENCE AVENUE
1,661 EAST  222 STREET
1,2315 BASSFORD AVENUE
1,1938 PILGRIM AVENUE
1,2958 MILES AVENUE
1,1316 ODELL STREET
1,651 ADEE AVENUE
1,2317 GLEASON AVENUE
1,1241 SPOFFORD AVENUE
1,2040 WEBSTER AVENUE
1,1764 MONROE AVENUE
1,2785 MARION AVENUE
1,1340 WEST FARMS ROAD
1,3173 FAIRMOUNT AVENUE
1,2122 GRAND AVENUE
1,711 EAST  176 STREET
1,813 LONGFELLOW AVENUE
1,1131 WASHINGTON AVENUE
1,2807 SEXTON PLACE
1,1295 SHAKESPEARE AVENUE
1,255 HOSMER AVENUE
1,1841 BOGART AVENUE
1,142 BROOK AVENUE
1,736 COMMONWEALTH AVENUE
1,4339 BAYCHESTER AVENUE
1,765 ST ANNS AVENUE
1,2040 CRUGER AVENUE
1,3725 BARNES AVENUE
1,4552 BRONX BOULEVARD
1,226A REYNOLDS AVENUE
1,829 BRADEY AVENUE
1,1793 MANSION STREET
1,1341 THIERIOT AVENUE
1,730 QUINCY AVENUE
1,1727 WHITE PLAINS ROAD
1,1644 CLAY AVENUE
1,255 MT HOPE PLACE
1,451 LELAND AVENUE
1,741 CALHOUN AVENUE
1,1699A FULTON AVENUE
1,1147 CROES AVENUE
1,165 BUSH STREET
1,674 EAST 226 STREET
1,865 QUINCY AVENUE
1,110 ELLIOT PLACE
1,1223 BRONX RIVER AVENUE
1,735 EAST  133 STREET
1,1138 EAST 214 STREET
1,651 MANIDA STREET
1,775 WESTCHESTER AVENUE
1,3513 EAST TREMONT AVENUE
1,1888 ARTHUR AVENUE
1,583 EAST  178 STREET
1,758 VAN NEST AVENUE
1,425 EAST  159 STREET
1,910 EAST  230 STREET
1,1515 ROSEDALE AVENUE
1,1016 EAST  224 STREET
1,907 FAILE STREET
1,327 BEEKMAN AVENUE
1,3401 RIVERDALE AVENUE
1,743 EAST 136 STREET
1,28 EAST  177 STREET
1,105 EAST  198 STREET
1,3396 3 AVENUE
1,1310 PROSPECT AVENUE
1,388 EAST  198 STREET
1,416 EAST  137 STREET
1,2990 BARNES AVENUE
1,681 EAST 140 STREET
1,165 WEST  165 STREET
1,4311 FURMAN AVENUE
1,1967 BUSSING AVENUE
1,1175 229 DRIVE NORTH
1,1825 MOHEGAN AVENUE
1,1057 GRANT AVENUE
1,738 EAST 211 STREET
1,904 ALLERTON AVENUE
1,913 EAST  211 STREET
1,3442 EASTCHESTER ROAD
1,768 EAST 226 STREET
1,1039 EAST  223 STREET
1,1488 BRYANT AVENUE
1,214 EAST MOSHOLU PARKWAY SOUTH
1,2349B QUIMBY AVENUE
1,1834 HONE AVENUE
1,1681 CLAY AVENUE
1,3440 GRACE AVENUE
1,1005 WARD AVENUE
1,450 EAST  186 STREET
1,330 EAST  152 STREET
1,2126 TOMLINSON AVENUE
1,1435 PARKER STREET
1,2465 PALISADE AVENUE
1,919A EAST 215 STREET
1,2146 HAVILAND AVENUE
1,1508 EAST  172 STREET
1,4601 3 AVENUE
1,314 EAST 164 STREET
1,1157 FULTON AVENUE
1,2480 SEDGWICK AVENUE
1,417 EAST  147 STREET
1,2782 CRESTON AVENUE
1,5500 FIELDSTON ROAD
1,334 GRAND CONCOURSE
1,1700 EAST  174 STREET
1,2960 BARKLEY AVENUE
1,1404 CASTLE HILL AVENUE
1,4225 BARNES AVENUE
1,236 EAST  198 STREET
1,444 EAST 186 STREET
1,3257 PERRY AVENUE
1,2544 PAULDING AVENUE
1,1830 MARMION AVENUE
1,818 EAST  178 STREET
1,425 EAST 158 STREET
1,1146 TELLER AVENUE
1,1797 DAVIDSON AVENUE
1,955 EAST  233 STREET
1,1756 CLAY AVENUE
1,3427 WHITE PLAINS ROAD
1,713 PROSPECT AVENUE
1,204 EAST  206 STREET
1,1425 NOBLE AVENUE
1,109 EAST  175 STREET
1,828 EAST  222 STREET
1,699 PROSPECT AVENUE
1,4335 BARNES AVENUE
1,3470 KINGSLAND AVENUE
1,1955 SEDGWICK AVENUE
1,1947 ELLIS AVENUE
1,818 FAILE STREET
1,1027 WILCOX AVENUE
1,278 EAST 169 STREET
1,2310 HUGHES AVENUE
1,3603 WILLET AVENUE
1,1585 ODELL STREET
1,2783 CLAFLIN AVENUE
1,715 EAST 237 STREET
1,3928 SETON AVENUE
1,3905 DURYEA AVENUE
1,4229 ELY AVENUE
1,1154 229 DRIVE SOUTH
1,803 EAST 161 STREET
1,118 HUSSON AVENUE
1,858 EAST  230 STREET
1,1052 CLAY AVENUE
1,2911 ELY AVENUE
1,1500 EAST 172 STREET
1,2459 DEVOE TERRACE
1,2049 BLACKROCK AVENUE
1,377 EAST 152 STREET
1,1519 CASTLE HILL AVENUE
1,4066 MURDOCK AVENUE
1,742 EAST  216 STREET
1,384 EAST 149 STREET
1,2938 WICKHAM AVENUE
1,235 EAST 198 STREET
1,4538 RICHARDSON AVENUE
1,1664 POPHAM AVENUE
1,2554 MATTHEWS AVENUE
1,1171 LELAND AVENUE
1,2875 GRAND CONCOURSE
1,288 BUTTRICK AVENUE
1,419 EAST 142 STREET
1,860 MORRIS PARK AVENUE
1,1017 CASTLE HILL AVENUE
1,2210 LYON AVENUE
1,402 SOUNDVIEW AVENUE
1,1859 BARNES AVENUE
1,107 EAST 175 STREET
1,269 EAST  235 STREET
1,1033 REV JAMES POLITE AVENUE
1,217 BROOK AVENUE
1,427 WHITE PLAINS ROAD
1,703 NEREID AVENUE
1,1228 ELDER AVENUE
1,680 EAST 231 STREET
1,743 EAST  215 STREET
1,1711 TOWNSEND AVENUE
1,455 EAST 148 STREET
1,3232 CHESTNUT DRIVE NORTH
1,273E MORRIS AVENUE
1,1954 CHATTERTON AVENUE
1,265 EAST  165 STREET
1,4158 GUNTHER AVENUE
1,1169 EAST  178 STREET
1,2924 GUNTHER AVENUE
1,420 EAST 143 STREET
1,1260 COMMONWEALTH AVENUE
1,4380 WICKHAM AVENUE
1,4611 WHITE PLAINS ROAD
1,814 ELSMERE PLACE
1,1060 MORRIS PARK AVENUE
1,1162 UNION AVENUE
1,1935 EASTCHESTER ROAD
1,140 DONIZETTI PLACE
1,259 EAST 182 STREET
1,205 WEST  167 STREET
1,2020 ST PAUL AVENUE
1,444 EAST  139 STREET
1,430 OLMSTEAD AVENUE
1,2519 BARNES AVENUE
1,753 EAST  147 STREET
1,3625 GREYSTONE AVENUE
1,2980 PARK AVENUE
1,360 EAST  198 STREET
1,2805 SAMPSON AVENUE
1,2802 BAINBRIDGE AVENUE
1,1487 TAYLOR AVENUE
1,769 DAWSON STREET
1,820 PROSPECT AVENUE
1,3340 KINGSLAND AVENUE
1,163 BUSH STREET
1,366 EAST  155 STREET
1,1252 TELLER AVENUE
1,2835 EAST  197 STREET
1,3311 HUNTER AVENUE
1,1333 MORRISON AVENUE
1,248 STEPHENS AVENUE
1,1034 EAST  227 STREET
1,474F EAST  139 STREET
1,824 LYDIG AVENUE
1,982 FOX STREET
1,268 EAST 202 STREET
1,621 EAST  187 STREET
1,931 EAST  213 STREET
1,1071 WOODYCREST AVENUE
1,728 COMMONWEALTH AVENUE
1,313 EAST  163 STREET
1,2226 HOMER AVENUE
1,529 THIERIOT AVENUE
1,415 EAST  158 STREET
1,325 EAST 201 STREET
1,802 FREEMAN STREET
1,725 EAST  221 STREET
1,134 EAST  181 STREET
1,2164 QUIMBY AVENUE
1,927 QUINCY AVENUE
1,5282 POST ROAD
1,2727 YATES AVENUE
1,744 EAST  183 STREET
1,2923 RADCLIFF AVENUE
1,724 EAST 219 STREET
1,1750 SEWARD AVENUE
1,720 ST OUEN STREET
1,737 REVERE AVENUE
1,1080 ALLERTON AVENUE
1,2009 MARMION AVENUE
1,1120 ELDER AVENUE
1,1084 TELLER AVENUE
1,2710 JEROME AVENUE
1,2107 UNIVERSITY AVENUE
1,707 WHITE PLAINS ROAD
1,342 EAST  141 STREET
1,779 EAST  158 STREET
1,3154 GRACE AVENUE
1,989 MACE AVENUE
1,1275 WEBSTER AVENUE
1,2860 BAILEY AVENUE
1,764 EAST 168 STREET
1,3541 RIVERDALE AVENUE
1,510 KAPPOCK STREET
1,1243 WEBSTER AVENUE
1,1914 BOGART AVENUE
1,1224 WARD AVENUE
1,2245 BRONXWOOD AVENUE
1,4143 WICKHAM AVENUE
1,2269 TIEBOUT AVENUE
1,2392 WALTON AVENUE
1,1309 COLLEGE AVENUE
1,665 HUNTS POINT AVENUE
1,2730 BARNES AVENUE
1,1045 FAILE STREET
1,469 EAST 184 STREET
1,2144 PROSPECT AVENUE
1,1264 LAFAYETTE AVENUE
1,819 EAST 228 STREET
1,2811 MORRIS AVENUE
1,1897 ANDREWS AVENUE SOUTH
1,2790 UNIVERSITY AVENUE
1,835 EAST  218 STREET
1,3252 OLINVILLE AVENUE
1,1027 WARD AVENUE
1,1597 WESTCHESTER AVENUE
1,632 MEAD STREET
1,1015 HOME STREET
1,1970 GILDERSLEEVE AVENUE
1,1918 LONGFELLOW AVENUE
1,598 EAST  164 STREET
1,285 EAST  171 STREET
1,230 SOUNDVIEW AVENUE
1,362 EAST  146 STREET
1,1104 REV JAMES POLITE AVENUE
1,860 EAST  232 STREET
1,1511 GIVAN AVENUE
1,1720 WILLIAMSBRIDGE ROAD
1,112 EAST  198 STREET
1,3025 GUNTHER AVENUE
1,475 COMMONWEALTH AVENUE
1,4429 MATILDA AVENUE
1,1225 FULTON AVENUE
1,1322 OAKLEY STREET
1,3200 BRONX BOULEVARD
1,2156 QUIMBY AVENUE
1,917 EAST  231 STREET
1,1936 CHATTERTON AVENUE
1,1468 NEEDHAM AVENUE
1,678 MORRIS PARK AVENUE
1,349 EAST  138 STREET
1,1001 EAST 167 STREET
1,2354 TIEBOUT AVENUE
1,2130 BLACKROCK AVENUE
1,601 EAST  169 STREET
1,2791 CLAFLIN AVENUE
1,4441 BYRON AVENUE
1,1319 HARROD AVENUE
1,2543 RADCLIFF AVENUE
1,1042 LOWELL STREET
1,1944 CHATTERTON AVENUE
1,3816 WALDO AVENUE
1,1306 EAST  174 STREET
1,2653 DECATUR AVENUE
1,66 EAST 177 STREET
1,2883 HEATH AVENUE
1,951 EAST  217 STREET
1,918 EAST  214 STREET
1,3230 BRONX BOULEVARD
1,1221 ST LAWRENCE AVENUE
1,920 EAST  220 STREET
1,1151 EAST TREMONT AVENUE
1,789 JACKSON AVENUE
1,668 EAST 223 STREET
1,2838 BRUNER AVENUE
1,3224 GUNTHER AVENUE
1,270 EAST  165 STREET
1,975 INTERVALE AVENUE
1,572 EAST  170 STREET
1,1980 LAFAYETTE AVENUE
1,4024 PRATT AVENUE
1,2491 ARTHUR AVENUE
1,745 EAST  180 STREET
1,314 EAST 196 STREET
1,244 PRENTISS AVENUE
1,1115 VINCENT AVENUE
1,1227 THIERIOT AVENUE
1,382 EAST 184 STREET
1,465 EAST  185 STREET
1,4336 DE REIMER AVENUE
1,3259 FAIRMOUNT AVENUE
1,1493 BRYANT AVENUE
1,622 EAST  226 STREET
1,4619 MATILDA AVENUE
1,1234 FRANKLIN AVENUE
1,3100 BAILEY AVENUE
1,4259 KATONAH AVENUE
1,4038 MONTICELLO AVENUE
1,177 WEST  161 STREET
1,1135 WARING AVENUE
1,3939 DEREIMER AVENUE
1,783 EAST  214 STREET
1,470 JACKSON AVENUE
1,501 EAST  145 STREET
1,1955 HUNT AVENUE
1,883 EAST  175 STREET
1,1950 TOMLINSON AVENUE
1,1A ASCH LOOP
1,772 BARTHOLDI STREET
1,1036 EAST  228 STREET
1,645 WEST  252 STREET
1,2464 GUNTHER AVENUE
1,2919 HONE AVENUE
1,590 EAST 169 STREET
1,2832 DUDLEY AVENUE
1,2188 WASHINGTON AVENUE
1,1600 GRAND CONCOURSE
1,1265 REV JAMES POLITE AVENUE
1,391 BRONX RIVER AVENUE
1,2121 GRAND AVENUE
1,2433 VALENTINE AVENUE
1,1465 BURKE AVENUE
1,4156 EDSON AVENUE
1,1779 WEEKS AVENUE
1,4251 SETON AVENUE
1,71 WEST  174 STREET
1,53 WEST  175 STREET
1,18 BRUCKNER BOULEVARD
1,3308 WHITE PLAINS ROAD
1,1633 EAST 172 STREET
1,2206 STARLING AVENUE
1,250 CYPRESS AVENUE
1,128 WEST  175 STREET
1,861 EAST 228 STREET
1,4092 SETON AVENUE
1,564 EAST  191 STREET
1,1138 CROES AVENUE
1,1471 TELLER AVENUE
1,2 CLARKE PLACE EAST
1,4577 MATILDA AVENUE
1,352 EAST 139 STREET
1,378 EAST 165 STREET
1,674 RIVER AVENUE
1,724 EAST  217 STREET
1,2953 KINGSLAND AVENUE
1,1472 ROWLAND STREET
1,2685 BRIGGS AVENUE
1,2237 VIRGIL PLACE
1,596 EAST  139 STREET
1,278 MORRIS AVENUE
1,1397 STEBBINS AVENUE
1,3120 WILSON AVENUE
1,247 EAST 175 STREET
1,1108 EAST  222 STREET
1,712 EAST  181 STREET
1,152 WEST  175 STREET
1,817 EAST  242 STREET
1,944 REV JAMES A POLITE AVENUE
1,2020 COLONIAL AVENUE
1,3961 ORLOFF AVENUE
1,731A CRANFORD AVENUE
1,815 EAST 229 STREET
1,3236 WHITE PLAINS ROAD
1,740 PROSPECT AVENUE
1,1797 EAST  172 STREET
1,1133 WARD AVENUE
1,2542 WESTERVELT AVENUE
1,644 EAST 229 STREET
1,958 EAST  219 STREET
1,3941 SECOR AVENUE
1,2233 BOLLER AVENUE
1,3036 GUNTHER AVENUE
1,643 EAST 234 STREET
1,353 HUNTINGTON AVENUE
